age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,management,single,tertiary,no,1238,yes,no,cellular,30,jun,267,5,-1,0,unknown,no
31,management,single,tertiary,no,768,yes,no,cellular,21,nov,123,1,521,1,failure,no
38,blue-collar,married,unknown,no,955,no,no,unknown,20,jun,53,2,-1,0,unknown,no
56,management,divorced,secondary,no,76,no,yes,cellular,13,jul,119,2,-1,0,unknown,no
32,management,single,tertiary,no,53,no,no,cellular,10,aug,104,3,-1,0,unknown,no
31,services,divorced,unknown,no,3196,yes,no,cellular,19,jul,461,1,-1,0,unknown,no
40,admin.,single,secondary,no,1803,yes,no,unknown,7,may,473,2,-1,0,unknown,no
26,unknown,married,unknown,no,117,no,no,unknown,18,aug,59,3,-1,0,unknown,no
77,retired,divorced,primary,no,6439,no,no,telephone,29,sep,73,1,186,2,unknown,yes
46,blue-collar,married,primary,no,5641,no,no,cellular,30,nov,110,2,-1,0,unknown,no
43,management,married,tertiary,no,436,yes,no,cellular,19,nov,32,1,124,2,other,no
27,admin.,single,tertiary,no,2537,no,no,cellular,7,sep,572,1,100,1,success,yes
36,management,single,tertiary,yes,1005,yes,no,cellular,30,jan,117,5,-1,0,unknown,no
37,admin.,married,secondary,no,492,no,no,cellular,20,aug,56,2,-1,0,unknown,no
61,services,married,primary,no,126,yes,no,unknown,27,oct,340,3,-1,0,unknown,no
23,admin.,single,secondary,no,5508,no,no,cellular,20,nov,157,1,0,0,unknown,no
28,student,single,tertiary,no,631,no,no,cellular,14,may,33,2,351,1,failure,no
28,admin.,married,secondary,no,5461,no,no,cellular,18,jul,177,1,-1,0,unknown,yes
56,management,divorced,tertiary,no,899,no,no,cellular,21,aug,85,2,-1,0,unknown,no
39,management,single,tertiary,no,-10,no,no,cellular,27,jan,174,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,391,no,yes,unknown,6,jul,208,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,1868,yes,no,unknown,21,may,486,3,-1,0,unknown,no
27,blue-collar,single,secondary,no,3,no,no,unknown,21,jun,8,6,-1,0,unknown,no
60,retired,married,tertiary,no,1336,no,no,telephone,11,may,93,1,-1,0,unknown,no
77,retired,married,tertiary,no,941,no,no,telephone,30,oct,134,1,-1,0,unknown,no
56,blue-collar,married,primary,no,734,yes,no,unknown,6,may,82,3,344,0,unknown,no
52,admin.,single,secondary,no,5331,yes,yes,cellular,19,nov,162,1,-1,0,unknown,no
43,blue-collar,married,primary,no,2859,yes,no,unknown,6,may,548,1,-1,0,unknown,no
25,management,married,unknown,no,147,no,yes,cellular,30,aug,226,4,-1,0,unknown,no
28,management,single,tertiary,no,300,no,no,cellular,21,nov,135,1,184,0,unknown,no
59,services,married,secondary,yes,-318,yes,yes,cellular,9,may,180,5,-1,0,unknown,no
38,technician,married,secondary,no,3194,no,no,unknown,19,jan,158,2,-1,0,unknown,no
25,management,single,tertiary,no,1722,no,yes,cellular,28,aug,75,2,140,1,failure,no
50,services,divorced,secondary,no,4001,yes,no,cellular,21,nov,344,1,-1,0,unknown,no
54,management,married,tertiary,no,840,yes,no,cellular,5,feb,41,2,118,2,failure,no
58,blue-collar,married,secondary,no,1178,yes,no,unknown,8,jun,446,1,-1,0,unknown,no
34,management,married,tertiary,no,1503,yes,yes,cellular,10,jul,822,5,-1,0,unknown,no
23,admin.,single,tertiary,no,177,no,no,unknown,3,jun,170,1,-1,0,unknown,no
33,blue-collar,married,primary,no,1670,no,no,unknown,18,jun,77,2,-1,0,unknown,no
51,admin.,married,secondary,no,66,yes,no,cellular,29,apr,93,2,173,2,other,no
34,management,divorced,tertiary,no,2088,yes,no,unknown,25,may,123,2,-1,0,unknown,no
25,management,divorced,tertiary,no,590,no,yes,telephone,15,jul,69,2,-1,0,unknown,yes
44,management,married,tertiary,no,-4,no,no,cellular,4,jan,93,5,280,2,failure,no
27,services,single,secondary,no,471,yes,no,unknown,10,may,376,1,-1,0,unknown,no
30,admin.,single,secondary,no,-135,yes,no,unknown,3,may,46,1,-1,0,unknown,no
34,blue-collar,married,primary,no,223,yes,no,unknown,30,jul,87,1,-1,0,unknown,no
29,management,single,tertiary,no,61,no,no,telephone,29,jul,612,5,-1,0,unknown,no
60,retired,married,secondary,no,2084,no,no,cellular,29,aug,162,4,-1,0,unknown,no
29,technician,single,tertiary,yes,-74,yes,no,cellular,29,jul,122,4,0,0,unknown,no
24,student,single,unknown,no,399,yes,no,cellular,27,sep,337,1,181,3,other,no
35,admin.,married,secondary,no,733,yes,no,cellular,20,feb,46,1,137,1,failure,no
36,technician,married,secondary,no,-133,yes,no,cellular,30,aug,353,3,0,0,unknown,no
29,admin.,divorced,secondary,no,1573,yes,no,cellular,15,may,160,2,-1,0,success,no
57,blue-collar,married,primary,no,3437,yes,no,telephone,20,nov,21,1,-1,0,unknown,no
54,services,single,primary,no,599,yes,no,cellular,9,may,84,1,359,4,failure,no
44,admin.,divorced,tertiary,no,195,yes,yes,cellular,31,may,192,1,-1,0,unknown,no
30,admin.,single,primary,no,3260,yes,no,unknown,10,may,447,1,-1,0,unknown,yes
57,services,married,secondary,no,529,yes,yes,cellular,15,may,316,3,-1,0,unknown,no
38,unemployed,single,secondary,no,250,yes,no,unknown,3,may,95,2,0,0,unknown,no
60,admin.,married,secondary,no,2030,yes,no,cellular,11,jan,39,5,254,2,failure,no
58,self-employed,married,secondary,no,146,no,yes,cellular,29,jan,204,1,-1,0,unknown,no
58,retired,married,primary,no,1702,yes,no,unknown,29,jun,43,2,-1,0,unknown,no
32,admin.,divorced,secondary,no,684,yes,no,unknown,21,may,326,2,-1,0,unknown,no
48,management,married,tertiary,no,196,no,no,cellular,27,jan,203,1,-1,0,unknown,no
38,technician,married,secondary,no,78,no,no,cellular,7,aug,161,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1404,yes,no,unknown,29,may,205,2,-1,0,unknown,no
39,admin.,married,secondary,no,-128,yes,no,unknown,21,may,39,3,-1,0,unknown,no
55,services,divorced,unknown,no,1156,yes,yes,cellular,30,jul,155,2,-1,0,unknown,no
54,admin.,married,tertiary,no,1999,no,no,cellular,20,apr,239,1,-1,0,unknown,no
60,retired,divorced,secondary,no,278,no,no,cellular,17,sep,259,2,-1,0,unknown,yes
46,blue-collar,single,secondary,no,451,yes,no,cellular,6,jan,149,5,261,1,failure,no
56,management,married,secondary,no,75,yes,yes,cellular,30,jul,299,4,-1,0,unknown,no
43,admin.,married,secondary,no,2260,yes,no,cellular,14,may,212,2,-1,0,unknown,no
39,blue-collar,married,primary,no,112,yes,no,unknown,12,may,161,2,-1,0,unknown,no
38,blue-collar,married,primary,no,955,yes,no,cellular,5,apr,379,1,-1,0,unknown,no
41,management,married,tertiary,no,3764,no,no,cellular,12,nov,1344,4,-1,0,unknown,yes
42,technician,married,tertiary,no,801,yes,yes,cellular,11,aug,683,2,-1,0,unknown,no
36,management,married,unknown,no,1824,no,no,unknown,3,jun,154,1,-1,0,unknown,no
39,management,married,tertiary,no,2049,yes,no,unknown,29,may,233,2,-1,0,unknown,no
24,admin.,single,tertiary,no,1272,no,no,cellular,23,apr,538,1,-1,0,unknown,yes
39,services,married,secondary,no,70,yes,no,cellular,30,may,775,2,-1,0,unknown,no
43,services,married,unknown,no,6625,no,no,cellular,10,apr,125,4,-1,0,unknown,no
34,management,single,tertiary,no,9044,yes,no,cellular,4,aug,233,1,341,5,failure,no
26,management,single,tertiary,yes,1081,no,no,cellular,20,aug,159,2,-1,0,unknown,no
39,admin.,married,primary,no,674,yes,yes,cellular,30,may,84,7,-1,0,unknown,no
52,blue-collar,married,primary,no,-62,no,no,unknown,29,may,1307,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1956,yes,no,telephone,12,apr,165,2,185,2,failure,no
33,admin.,single,secondary,no,106,no,no,cellular,25,aug,199,1,-1,0,unknown,yes
29,admin.,single,secondary,no,2574,no,no,cellular,11,aug,199,1,0,0,unknown,no
35,management,divorced,tertiary,no,1619,yes,yes,unknown,22,may,126,1,-1,0,unknown,no
55,admin.,married,secondary,no,-26,yes,no,cellular,3,feb,214,2,258,10,failure,no
26,student,single,primary,no,7881,no,no,telephone,20,nov,38,1,-1,0,unknown,no
37,admin.,single,secondary,no,772,yes,no,unknown,20,apr,39,1,-1,0,unknown,no
32,admin.,single,secondary,no,90,yes,no,cellular,29,nov,315,2,192,2,failure,no
23,technician,single,secondary,no,1380,no,no,cellular,18,nov,78,4,101,2,other,no
32,admin.,single,secondary,no,1166,yes,yes,cellular,17,nov,363,1,186,2,other,no
34,management,single,tertiary,no,532,yes,no,cellular,8,jan,135,1,-1,0,unknown,yes
32,blue-collar,single,primary,no,1040,yes,no,unknown,1,may,46,3,-1,0,unknown,no
48,admin.,married,tertiary,no,755,yes,no,cellular,5,apr,132,5,252,1,failure,no
29,admin.,single,unknown,no,951,no,no,unknown,24,jun,377,3,-1,0,unknown,no
26,admin.,married,tertiary,no,425,no,no,cellular,22,nov,365,1,-1,0,unknown,no
47,admin.,married,secondary,no,26,yes,no,cellular,14,jul,171,1,259,1,failure,no
81,retired,married,primary,no,7854,no,yes,unknown,7,jun,62,1,0,0,unknown,yes
36,student,single,secondary,no,108,no,no,cellular,3,oct,292,2,-1,0,unknown,yes
74,retired,married,primary,no,5130,no,no,cellular,27,sep,384,1,261,5,unknown,yes
57,management,married,secondary,no,9003,no,no,cellular,21,aug,410,24,-1,0,unknown,no
37,management,divorced,tertiary,no,5666,no,no,cellular,30,aug,148,1,-1,0,unknown,no
37,management,single,tertiary,no,395,no,no,cellular,20,aug,99,2,-1,0,unknown,no
54,blue-collar,married,tertiary,no,591,yes,no,cellular,21,sep,141,1,-1,0,unknown,no
71,management,single,primary,no,1449,yes,no,telephone,6,feb,76,5,91,1,failure,yes
25,student,single,secondary,no,410,no,no,cellular,10,feb,178,1,127,2,other,no
30,student,single,secondary,no,526,no,no,cellular,3,feb,120,1,190,5,failure,no
56,blue-collar,married,primary,no,1998,yes,no,cellular,29,jan,27,7,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,59,yes,no,cellular,24,feb,94,1,-1,0,unknown,no
30,student,single,tertiary,no,714,no,no,cellular,12,feb,84,1,91,3,success,no
28,management,single,tertiary,no,-15,no,no,cellular,8,aug,127,2,95,6,success,no
30,admin.,single,tertiary,no,1120,no,no,cellular,5,apr,49,1,-1,0,unknown,no
33,admin.,single,secondary,no,1884,yes,no,cellular,30,may,180,1,253,2,other,no
38,technician,married,secondary,no,147,yes,yes,cellular,29,jul,117,5,-1,0,unknown,no
38,management,divorced,tertiary,no,2143,no,no,cellular,19,sep,1261,1,-1,0,unknown,yes
36,technician,single,unknown,no,232,no,yes,cellular,5,aug,99,5,-1,0,unknown,no
57,admin.,divorced,secondary,no,82,no,no,cellular,27,feb,282,3,-1,0,unknown,no
31,admin.,single,secondary,no,1641,no,no,cellular,8,apr,204,1,-1,0,unknown,no
28,self-employed,single,secondary,no,2225,no,no,unknown,19,jun,204,1,-1,0,unknown,no
37,management,married,tertiary,no,108,no,no,cellular,20,aug,48,10,-1,0,unknown,no
45,housemaid,married,primary,no,7638,no,no,cellular,4,oct,152,1,180,2,failure,no
55,retired,married,primary,no,2751,yes,no,unknown,29,may,253,1,-1,0,unknown,no
55,admin.,married,tertiary,no,-323,yes,no,telephone,30,may,105,1,-1,0,unknown,no
53,unemployed,single,secondary,no,137,no,no,telephone,28,jul,282,2,123,3,failure,yes
29,admin.,divorced,secondary,no,39,no,no,cellular,30,jul,187,2,-1,0,unknown,no
30,management,single,tertiary,no,59,no,no,cellular,13,may,602,3,-1,0,unknown,no
46,blue-collar,married,primary,no,2983,yes,no,unknown,14,may,111,5,-1,0,unknown,no
42,self-employed,single,secondary,no,1521,no,no,cellular,18,aug,105,3,-1,0,unknown,no
34,services,single,secondary,no,1535,yes,no,cellular,3,feb,95,2,182,2,failure,no
58,management,married,tertiary,no,-37,no,no,unknown,3,jun,487,2,-1,0,unknown,no
33,services,married,secondary,no,445,no,yes,cellular,30,jul,227,2,0,0,unknown,no
23,management,single,tertiary,no,730,no,no,cellular,21,jul,61,2,-1,3,success,no
29,admin.,single,tertiary,no,77,yes,no,cellular,19,apr,249,1,-1,0,unknown,no
52,technician,divorced,secondary,no,139,no,no,cellular,30,jul,116,10,-1,0,unknown,no
23,management,divorced,tertiary,no,515,yes,no,cellular,15,may,159,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,52,yes,yes,unknown,7,may,133,5,-1,0,unknown,no
44,admin.,divorced,secondary,no,637,yes,yes,cellular,14,jun,255,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,-4,yes,yes,cellular,18,jul,141,10,-1,0,unknown,no
42,admin.,married,primary,no,2083,yes,no,unknown,7,may,567,2,-1,0,unknown,no
24,admin.,single,primary,no,127,yes,no,cellular,4,feb,54,2,254,2,failure,no
42,blue-collar,married,secondary,no,-132,yes,no,cellular,28,may,134,5,348,2,failure,no
59,retired,married,secondary,no,640,no,no,unknown,20,jun,79,2,-1,0,unknown,no
49,admin.,divorced,tertiary,no,5020,yes,no,cellular,11,jan,21,1,179,5,failure,no
46,management,divorced,tertiary,no,98,no,no,cellular,21,jan,93,2,-1,0,unknown,no
38,entrepreneur,single,secondary,yes,-148,yes,yes,cellular,20,apr,98,1,-1,0,unknown,no
29,blue-collar,married,primary,no,238,yes,no,unknown,8,may,88,1,-1,0,unknown,no
29,student,single,tertiary,no,1188,no,no,cellular,8,sep,668,2,422,3,success,yes
54,admin.,single,secondary,no,1638,yes,yes,unknown,20,may,83,1,-1,0,unknown,no
35,management,divorced,tertiary,no,284,no,no,unknown,9,dec,1024,2,0,0,unknown,no
37,admin.,married,secondary,no,1400,yes,yes,unknown,28,may,182,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,737,yes,no,cellular,21,apr,596,1,-1,0,unknown,no
52,entrepreneur,married,secondary,no,355,no,yes,cellular,21,jul,43,8,-1,0,unknown,no
33,admin.,married,secondary,no,60,yes,no,unknown,3,may,313,3,-1,0,unknown,no
34,blue-collar,married,primary,no,3409,yes,no,unknown,7,apr,87,1,-1,0,unknown,no
62,admin.,married,secondary,no,3820,no,no,cellular,18,oct,48,5,96,9,other,no
68,blue-collar,married,primary,no,1756,no,no,cellular,28,apr,102,1,-1,0,unknown,no
47,admin.,divorced,secondary,no,651,yes,yes,cellular,29,jun,171,2,176,0,failure,no
44,admin.,single,secondary,no,157,yes,no,cellular,29,may,39,2,238,1,failure,no
52,management,married,tertiary,no,1628,no,no,unknown,29,aug,95,2,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,-54,yes,no,unknown,25,may,798,1,-1,0,unknown,no
30,technician,single,secondary,yes,-12,yes,no,unknown,13,may,842,1,-1,0,unknown,no
37,services,married,secondary,no,790,yes,no,cellular,1,feb,91,1,248,2,failure,no
52,blue-collar,married,secondary,no,550,yes,no,cellular,7,jul,120,2,-1,0,unknown,no
28,admin.,married,secondary,no,6023,yes,no,cellular,29,nov,160,5,-1,0,unknown,no
28,technician,married,tertiary,no,-37,yes,no,unknown,16,may,128,22,-1,0,unknown,no
35,management,divorced,tertiary,yes,95,no,yes,cellular,28,jul,164,1,-1,0,unknown,no
29,technician,single,unknown,no,2181,no,no,cellular,4,sep,337,2,-1,0,unknown,yes
23,technician,single,tertiary,no,2088,yes,no,cellular,20,nov,126,2,189,3,failure,no
27,services,single,secondary,no,704,yes,yes,unknown,5,may,131,7,-1,0,unknown,no
38,blue-collar,married,primary,no,36,yes,no,cellular,28,apr,91,1,-1,0,unknown,no
45,admin.,married,secondary,no,468,yes,no,cellular,2,jul,66,1,266,1,failure,no
48,technician,married,secondary,yes,-49,yes,no,unknown,8,may,133,2,-1,0,unknown,no
38,management,single,tertiary,yes,657,no,no,cellular,30,jan,386,1,89,2,success,no
45,admin.,divorced,secondary,no,144,yes,yes,cellular,7,may,735,2,277,2,failure,no
41,blue-collar,single,primary,no,119,yes,no,unknown,16,may,60,3,341,2,other,no
59,retired,married,secondary,yes,-24,no,yes,telephone,28,mar,58,2,-1,0,unknown,no
46,blue-collar,married,primary,no,-37,yes,no,unknown,20,may,91,1,-1,0,unknown,no
27,student,single,tertiary,no,217,no,no,cellular,4,feb,156,3,184,1,other,no
46,admin.,single,secondary,no,428,yes,no,unknown,16,may,44,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,4092,no,no,cellular,3,jan,25,5,94,2,failure,no
42,blue-collar,married,secondary,no,-37,yes,no,unknown,30,may,127,3,-1,0,unknown,no
38,student,single,tertiary,no,13040,no,no,cellular,7,aug,182,2,0,0,unknown,no
51,management,married,tertiary,yes,8,no,yes,cellular,21,jul,66,11,-1,0,unknown,no
36,management,single,secondary,no,4277,no,no,cellular,30,aug,101,2,-1,0,unknown,no
45,management,married,tertiary,no,2153,yes,no,unknown,29,may,583,10,-1,0,unknown,no
27,management,single,tertiary,no,258,yes,no,cellular,20,jan,145,2,179,3,success,no
56,services,divorced,tertiary,no,1982,yes,no,telephone,16,nov,66,2,179,2,unknown,no
33,blue-collar,married,secondary,no,143,yes,no,cellular,4,aug,2,2,262,1,failure,no
33,management,married,tertiary,no,1324,yes,no,cellular,31,aug,97,1,-1,0,unknown,no
57,blue-collar,married,primary,no,-65,no,no,cellular,8,jul,110,1,-1,0,unknown,no
50,admin.,married,secondary,no,2934,yes,no,cellular,28,nov,905,1,-1,0,unknown,no
40,services,single,secondary,no,30,yes,no,unknown,10,may,130,3,-1,0,unknown,no
29,management,single,tertiary,yes,-178,yes,no,cellular,7,may,166,2,-1,0,unknown,no
40,admin.,married,tertiary,no,2534,no,no,unknown,24,may,144,5,-1,0,unknown,no
40,admin.,married,secondary,no,312,yes,no,unknown,8,may,81,1,-1,0,unknown,no
61,retired,divorced,secondary,no,361,yes,no,telephone,17,feb,693,2,176,2,success,yes
78,retired,married,primary,no,8687,no,no,cellular,30,sep,163,1,-1,0,unknown,no
72,retired,divorced,primary,no,506,no,no,telephone,29,jul,48,1,-1,0,unknown,no
30,management,single,tertiary,no,-261,no,no,cellular,27,oct,127,2,-1,0,unknown,no
57,services,married,secondary,no,114,yes,yes,cellular,17,apr,209,1,342,3,failure,no
30,management,single,tertiary,yes,-1,yes,no,cellular,30,sep,224,1,-1,0,unknown,no
60,retired,divorced,primary,no,1642,yes,no,unknown,1,jun,163,3,-1,0,unknown,no
53,admin.,married,secondary,no,123,no,no,unknown,29,may,921,2,-1,0,unknown,no
26,blue-collar,married,primary,no,1280,yes,yes,cellular,9,jul,188,14,-1,0,unknown,no
25,unemployed,single,unknown,no,940,yes,no,telephone,14,may,397,3,-1,0,unknown,no
38,admin.,single,secondary,no,1098,no,no,unknown,27,may,188,1,-1,0,unknown,no
39,technician,divorced,secondary,no,62,yes,no,cellular,14,may,111,2,255,10,other,no
36,admin.,married,secondary,no,677,yes,yes,cellular,15,jul,169,1,-1,0,unknown,no
54,blue-collar,married,primary,no,6363,no,no,cellular,6,may,51,3,-1,0,unknown,no
51,blue-collar,married,primary,no,109,yes,no,cellular,13,jan,93,1,-1,0,unknown,no
37,blue-collar,married,primary,no,6796,no,no,cellular,6,feb,93,1,-1,0,unknown,no
32,management,single,tertiary,yes,356,yes,no,cellular,29,may,119,3,-1,0,unknown,no
33,blue-collar,divorced,primary,yes,31,yes,no,unknown,6,may,323,1,346,2,failure,no
46,management,married,tertiary,no,262,yes,yes,unknown,8,may,115,5,-1,0,unknown,no
35,management,married,tertiary,yes,-119,no,yes,cellular,15,jul,126,1,-1,0,unknown,no
61,unemployed,divorced,secondary,no,5,yes,yes,cellular,30,jul,180,1,-1,0,unknown,no
30,blue-collar,single,unknown,no,1734,no,no,unknown,5,jun,21,1,-1,0,unknown,no
28,management,single,tertiary,no,29,no,no,cellular,14,aug,119,3,-1,0,unknown,no
33,self-employed,married,secondary,no,4615,yes,no,cellular,19,nov,304,13,-1,0,unknown,no
38,technician,single,secondary,no,5093,yes,no,cellular,21,nov,83,3,-1,0,unknown,no
37,management,single,tertiary,yes,-18,yes,yes,cellular,7,apr,74,2,-1,0,unknown,no
79,retired,married,unknown,no,4905,no,no,cellular,4,feb,138,2,176,3,failure,no
47,unemployed,married,secondary,no,509,yes,no,cellular,9,jan,552,1,179,5,failure,no
35,technician,married,secondary,no,483,yes,yes,unknown,20,may,143,3,-1,0,unknown,no
26,admin.,single,unknown,no,4519,no,no,unknown,7,jun,123,1,-1,0,unknown,yes
58,services,married,secondary,no,-5,yes,no,cellular,6,may,163,4,350,0,other,no
46,self-employed,married,primary,no,1924,no,no,cellular,17,jun,30,1,-1,0,unknown,no
37,blue-collar,married,tertiary,no,10,yes,no,unknown,29,may,359,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,311,yes,no,cellular,26,may,1248,3,-1,0,unknown,no
48,admin.,married,secondary,no,2683,yes,no,cellular,12,may,783,1,347,0,unknown,no
37,technician,single,secondary,no,984,yes,no,unknown,20,jun,173,2,-1,0,unknown,no
33,services,married,secondary,no,862,no,no,cellular,21,jul,216,2,-1,0,unknown,no
42,technician,married,tertiary,yes,-16,no,no,unknown,29,may,82,2,-1,0,unknown,no
49,unemployed,single,secondary,no,133,no,yes,cellular,28,feb,167,5,-1,0,unknown,no
45,management,divorced,tertiary,no,5027,no,no,cellular,26,may,95,3,105,3,success,no
